off_class,confidence,PMID,Journal
a_database,1,21593080,Database (Oxford)
a_database,1,22491796,Database (Oxford)
a_database,0.666,22140215,Database (Oxford)
a_database,1,20627862,Database (Oxford)
a_database,1,20671203,Database (Oxford)
a_database,1,23864220,Database (Oxford)
a_database,1,23842462,Database (Oxford)
a_database,1,23060433,Database (Oxford)
a_database,1,21131297,Database (Oxford)
a_database,1,20627863,Database (Oxford)
a_database,1,20624712,Database (Oxford)
a_database,1,23396298,Database (Oxford)
a_database,1,20428317,Database (Oxford)
a_database,0.403,22700939,Database (Oxford)
a_database,1,25288655,Database (Oxford)
a_database,0.6667,24077841,Database (Oxford)
a_database,1,21965557,Database (Oxford)
a_database,1,23798489,Database (Oxford)
a_database,1,23846594,Database (Oxford)
a_database,1,24705206,Database (Oxford)
a_database,1,22730453,Database (Oxford)
a_database,1,21785142,Database (Oxford)
a_database,1,21245076,Database (Oxford)
a_database,1,22434830,Database (Oxford)
a_database,1,22434833,Database (Oxford)
a_database,1,23660285,Database (Oxford)
a_database,1,23584832,Database (Oxford)
a_database,1,21609966,Database (Oxford)
a_database,0.5947,23160416,Database (Oxford)
a_database,1,23160414,Database (Oxford)
a_database,1,21233089,Database (Oxford)
a_database,0.6867,22434842,Database (Oxford)
a_database,1,22508994,Database (Oxford)
a_database,1,20624717,Database (Oxford)
a_database,1,21300622,Database (Oxford)
a_database,0.661,23846593,Database (Oxford)
a_database,0.73,23674503,Database (Oxford)
a_database,1,22434828,Database (Oxford)
a_database,1,21856757,Database (Oxford)
a_database,1,22434847,Database (Oxford)
a_database,1,21917859,Database (Oxford)
a_database,0.6287,25052702,Database (Oxford)
a_database,1,22434844,Database (Oxford)
a_database,1,24434032,Database (Oxford)
a_database,1,23482073,Database (Oxford)
a_database,1,20624713,Database (Oxford)
a_database,0.6569,23707967,Database (Oxford)
a_database,1,23794736,Database (Oxford)
a_database,1,25157073,Database (Oxford)
a_database,0.6953,21622642,Database (Oxford)
a_database,1,21498547,Database (Oxford)
a_database,0.6602,23842461,Database (Oxford)
a_database,1,22434846,Database (Oxford)
a_database,1,22434843,Database (Oxford)
a_database,0.5851,20627860,Database (Oxford)
a_database,0.6794,25877637,Database (Oxford)
a_database,1,24667251,Database (Oxford)
a_database,1,24980130,Database (Oxford)
a_database,1,24573882,Database (Oxford)
a_database,0.658,23325629,Database (Oxford)
a_database,0.7241,21873645,Database (Oxford)
a_database,1,20624714,Database (Oxford)
a_database,1,22434841,Database (Oxford)
a_database,1,22434840,Database (Oxford)
a_database,1,22434835,Database (Oxford)
a_database,0.666,24923818,Database (Oxford)
a_database,1,24771658,Database (Oxford)
a_database,1,21216786,Database (Oxford)
a_database,1,24705204,Database (Oxford)
a_database,1,21903633,Database (Oxford)
a_database,0.5684,25052703,Database (Oxford)
a_database,1,24705205,Database (Oxford)
a_database,1,23886610,Database (Oxford)
a_database,0.7291,22434834,Database (Oxford)
a_database,0.7309,22529179,Database (Oxford)
a_database,1,20428314,Database (Oxford)
a_database,1,20940178,Database (Oxford)
a_database,1,24903516,Database (Oxford)
a_database,1,24622612,Database (Oxford)
a_database,1,23599415,Database (Oxford)
a_database,0.6562,22039163,Database (Oxford)
a_database,0.664,25819073,Database (Oxford)
a_database,0.6785,24608172,Database (Oxford)
a_database,0.7248,24948510,Database (Oxford)
a_database,1,25246425,Database (Oxford)
a_database,1,25267795,Database (Oxford)
a_database,0.5919,23396301,Database (Oxford)
a_database,0.6855,24030781,Database (Oxford)
a_database,1,23959375,Database (Oxford)
a_database,1,21474551,Database (Oxford)
a_database,1,24291661,Database (Oxford)
a_database,1,21498548,Database (Oxford)
a_database,1,20798081,Database (Oxford)
a_database,1,25725062,Database (Oxford)
a_database,0.6527,24923821,Database (Oxford)
a_database,0.6726,25070993,Database (Oxford)
a_database,1,25380780,Database (Oxford)
a_database,1,25425034,Database (Oxford)
a_database,1,24939193,Database (Oxford)
a_database,1,24573880,Database (Oxford)
a_database,1,24634472,Database (Oxford)
a_database,0.6408,23846596,Database (Oxford)
a_database,1,23757396,Database (Oxford)
a_database,1,23894186,Database (Oxford)
a_database,1,23981286,Database (Oxford)
a_database,1,22120661,Database (Oxford)
a_database,1,20689020,Database (Oxford)
a_database,1,21169341,Database (Oxford)
a_database,1,20624718,Database (Oxford)
a_database,1,25024350,Database (Oxford)
a_database,1,23729657,Database (Oxford)
a_database,1,23396299,Database (Oxford)
a_database,1,22730454,Database (Oxford)
a_database,0.6837,22120664,Database (Oxford)
a_database,0.7519,22190598,Database (Oxford)
a_database,1,20627861,Database (Oxford)
a_database,1,20843867,Database (Oxford)
a_database,0.6064,25833953,Database (Oxford)
a_database,0.5716,24865352,Database (Oxford)
a_database,0.5907,25052701,Database (Oxford)
a_database,0.7099,24903515,Database (Oxford)
a_database,0.7241,24816183,Database (Oxford)
a_database,1,25326239,Database (Oxford)
a_database,1,24857970,Database (Oxford)
a_database,1,24850848,Database (Oxford)
a_database,1,24682734,Database (Oxford)
a_database,1,24951797,Database (Oxford)
a_database,1,25468931,Database (Oxford)
a_database,1,24408216,Database (Oxford)
a_database,1,24602877,Database (Oxford)
a_database,1,24504151,Database (Oxford)
a_database,1,23411719,Database (Oxford)
a_database,0.6818,23406793,Database (Oxford)
a_database,1,23640984,Database (Oxford)
a_database,1,23660286,Database (Oxford)
a_database,1,23818526,Database (Oxford)
a_database,0.6702,22613085,Database (Oxford)
a_database,0.6215,22434826,Database (Oxford)
a_database,0.6491,22250003,Database (Oxford)
a_database,1,20974870,Database (Oxford)
a_database,0.6596,25006225,Database (Oxford)
a_database,1,24178989,Database (Oxford)
a_database,1,25858286,Database (Oxford)
a_database,0.5763,25725061,Database (Oxford)
a_database,0.6708,25819074,Database (Oxford)
a_database,0.7287,25931458,Database (Oxford)
a_database,1,25911153,Database (Oxford)
a_database,1,25979979,Database (Oxford)
a_database,1,25982314,Database (Oxford)
a_database,1,25776024,Database (Oxford)
a_database,0.3941,24573881,Database (Oxford)
a_database,0.6538,25414382,Database (Oxford)
a_database,0.656,25037307,Database (Oxford)
a_database,0.6602,24997141,Database (Oxford)
a_database,0.6961,24682735,Database (Oxford)
a_database,0.7064,25388589,Database (Oxford)
a_database,0.7099,24578355,Database (Oxford)
a_database,0.7156,25380781,Database (Oxford)
a_database,0.726,25377257,Database (Oxford)
a_database,1,25534750,Database (Oxford)
a_database,1,25288656,Database (Oxford)
a_database,1,24771669,Database (Oxford)
a_database,1,24763918,Database (Oxford)
a_database,1,25024351,Database (Oxford)
a_database,1,24923822,Database (Oxford)
a_database,1,25539768,Database (Oxford)
a_database,1,25475113,Database (Oxford)
a_database,1,24647629,Database (Oxford)
a_database,1,24647628,Database (Oxford)
a_database,0.6635,23813641,Database (Oxford)
a_database,1,23584834,Database (Oxford)
a_database,1,23584836,Database (Oxford)
a_database,1,24082050,Database (Oxford)
a_database,0.644,22465851,Database (Oxford)
a_database,0.6499,21247929,Database (Oxford)
a_database,1,25632106,Database (Oxford)
a_database,1,25380778,Database (Oxford)
a_database,1,24608034,Database (Oxford)
a_database,1,24247530,Database (Oxford)
a_database,0.6527,24532766,Database (Oxford)
a_database,0.6552,25209026,Database (Oxford)
a_database,0.6657,26055101,Database (Oxford)
a_database,0.6706,25168057,Database (Oxford)
a_database,0.6786,25858285,Database (Oxford)
a_database,0.6838,25228593,Database (Oxford)
a_database,0.6846,25267793,Database (Oxford)
a_database,0.7022,25252782,Database (Oxford)
a_database,0.7229,25797062,Database (Oxford)
a_database,0.7241,25468930,Database (Oxford)
a_database,0.726,25125444,Database (Oxford)
a_database,0.7333,25792605,Database (Oxford)
a_database,0.7518,24408217,Database (Oxford)
a_database,0.8011,24218542,Database (Oxford)
a_database,1,25231498,Database (Oxford)
a_database,1,23729658,Database (Oxford)
a_database,1,21159730,Database (Oxford)
a_database,1,25204646,Database (Oxford)
a_database,1,25149689,Database (Oxford)
a_database,1,25145340,Database (Oxford)
a_database,1,25380779,Database (Oxford)
a_database,1,25414383,Database (Oxford)
a_database,1,24857969,Database (Oxford)
a_database,1,24930145,Database (Oxford)
a_database,1,24923820,Database (Oxford)
a_database,1,26055100,Database (Oxford)
a_database,1,25931457,Database (Oxford)
a_database,1,25953081,Database (Oxford)
a_database,1,25534749,Database (Oxford)
a_database,1,25632108,Database (Oxford)
a_database,1,25425035,Database (Oxford)
a_database,1,25819075,Database (Oxford)
a_database,1,25776022,Database (Oxford)
a_database,1,25776023,Database (Oxford)
a_database,1,25841437,Database (Oxford)
a_database,1,25650278,Database (Oxford)
a_database,1,25725060,Database (Oxford)
a_database,1,25725059,Database (Oxford)
a_database,1,24618044,Database (Oxford)
a_database,1,24578356,Database (Oxford)
a_database,1,24501396,Database (Oxford)
a_database,1,24573879,Database (Oxford)
a_database,1,24122843,Database (Oxford)
a_program,1,12321566,DEEP Dev Educ Exch Pap
other,1,16719142,Del Med J
other,1,15212226,Del Med J
other,1,23392253,Dement Geriatr Cogn Disord
a_database,0.612,21997402,Dement Geriatr Cogn Disord
other,1,12699231,Dent Clin North Am
other,0.6539,21353694,Dent Mater
a_program,1,15665235,Dentomaxillofac Radiol
a_program,1,12219340,Depress Anxiety
a_database,1,23169206,Dermatitis
other,1,20447514,Dermatol Clin
a_program,1,10791153,Dermatol Clin
other,1,18286859,Dermatol Nurs
other,1,25756489,Dermatol Online J
other,1,11161578,Dev Biol
other,0.6754,12027441,Dev Biol
other,1,22981871,Dev Biol
a_program,0.7063,15907831,Dev Biol
a_program,1,15223345,Dev Biol
a_program,0.673,21458441,Dev Biol
a_database,0.6881,15223350,Dev Biol
other,0.7231,16878467,Dev Biol (Basel)
a_program,0.6746,15088769,Dev Biol (Basel)
a_program,1,18084926,Dev Biol (Basel)
a_program,0.6913,20470819,Dev Comp Immunol
other,1,16450400,Dev Dyn
other,0.6739,12454917,Dev Dyn
other,1,17420986,Dev Dyn
other,1,20503356,Dev Dyn
a_program,0.6964,16496282,Dev Dyn
a_program,0.7218,14991723,Dev Dyn
a_program,1,18773494,Dev Dyn
a_program,1,25160973,Dev Dyn
a_database,1,17016846,Dev Dyn
a_program,1,10322627,Dev Genet
a_database,1,24444128,Dev Growth Differ
other,1,17209977,Dev Med Child Neurol
a_program,1,21913334,Dev Neurobiol
other,1,18453768,Dev Ophthalmol
other,0.6667,21688258,Dev Psychobiol
other,1,16756435,Dev Psychol
other,1,11290289,Development
other,0.6581,10903175,Development
other,1,14573512,Development
other,0.6116,10518486,Development
other,0.6872,15269171,Development
other,0.6737,15604097,Development
other,1,26015534,Development
a_program,0.6667,12421706,Development
a_database,0.673,24850854,Development
a_database,1,20501587,Development
other,1,17470191,Diabet Med
other,1,19046192,Diabet Med
other,0.6721,21255074,Diabet Med
other,1,21699560,Diabet Med
other,0.6335,18599526,Diabetes
other,0.3982,15561923,Diabetes
a_database,0.7048,16186404,Diabetes
a_program,0.69,17327313,Diabetes Care
a_program,0.6944,18535197,Diabetes Care
a_database,1,23536581,Diabetes Care
a_program,1,9355370,Diabetes Educ
other,0.7126,24851207,Diabetes Metab J
other,1,12592642,Diabetes Metab Res Rev
a_program,0.4013,24290084,Diabetes Metab Syndr
a_program,1,11345161,Diabetes Nutr Metab
other,0.4384,11475304,Diabetes Technol Ther
other,1,15929693,Diabetes Technol Ther
other,1,21714681,Diabetes Technol Ther
other,0.6522,16241878,Diabetes Technol Ther
other,0.5869,14511424,Diabetes Technol Ther
other,1,23844572,Diabetes Technol Ther
a_program,0.7083,12396741,Diabetes Technol Ther
a_program,1,11469626,Diabetes Technol Ther
a_program,0.6045,11469276,Diabetes Technol Ther
a_program,1,16472060,Diabetes Technol Ther
other,0.6928,18297260,Diabetologia
other,1,17618413,Diabetologia
other,1,21630126,Diabetologia
other,1,16586067,Diabetologia
other,0.7067,23893303,Diabetologia
other,0.5832,21103979,Diabetologia
other,1,22382521,Diabetologia
a_program,0.6509,21792613,Diabetologia
other,1,24554455,Diagn Cytopathol
no_URL,0.6555,19191291,Diagn Cytopathol
a_program,0.689,18478602,Diagn Cytopathol
other,1,17911002,Diagn Microbiol Infect Dis
a_database,0.4115,10617279,Diagn Mol Pathol
other,1,22420484,Diagn Pathol
other,1,25421287,Diagn Pathol
other,1,23231806,Diagn Pathol
other,0.575,19220904,Diagn Pathol
a_program,1,17034635,Diagn Pathol
other,1,19160049,Dig Dis Sci
a_program,1,18463980,Dig Dis Sci
a_database,0.4141,17380400,Dig Dis Sci
a_program,1,20381438,Dig Liver Dis
other,0.7194,16940727,Digestion
other,1,24310708,Dimens Crit Care Nurs
other,1,16858663,Dis Colon Rectum
other,1,21160309,Dis Colon Rectum
other,1,15812587,Dis Colon Rectum
a_program,1,23575393,Dis Colon Rectum
other,1,23383595,Dis Esophagus
a_database,1,15528792,Dis Markers
other,0.7075,17577730,Disabil Rehabil
other,1,21401332,Disabil Rehabil
other,1,23050860,Disabil Rehabil
a_program,1,20001829,Disabil Rehabil
a_program,1,23173618,Disabil Rehabil
a_program,1,18484390,Disabil Rehabil
other,0.7279,19263542,Disabil Rehabil Assist Technol
other,0.644,22692662,Diving Hyperb Med
other,1,22692663,Diving Hyperb Med
a_program,1,25311325,Diving Hyperb Med
other,1,15684711,DNA Cell Biol
other,1,10619605,DNA Cell Biol
other,1,22921572,DNA Repair (Amst)
a_program,1,18952008,DNA Repair (Amst)
a_database,0.7353,16290067,DNA Repair (Amst)
a_database,1,15474422,DNA Repair (Amst)
a_database,0.7099,25881042,DNA Repair (Amst)
a_database,1,24548788,DNA Repair (Amst)
other,1,10382966,DNA Res
other,0.6772,15141945,DNA Res
other,1,17107969,DNA Res
other,0.6807,15141942,DNA Res
other,0.6282,18390568,DNA Res
other,0.6667,20360267,DNA Res
other,0.6911,9679194,DNA Res
other,1,11089912,DNA Res
other,1,21149391,DNA Res
other,0.5965,11853317,DNA Res
other,0.7189,10907854,DNA Res
other,0.6698,17452422,DNA Res
other,0.6968,10819328,DNA Res
other,0.7286,9330910,DNA Res
other,0.6806,15871459,DNA Res
other,0.6785,23284086,DNA Res
other,1,24344172,DNA Res
a_program,0.412,11572479,DNA Res
a_program,1,11475327,DNA Res
a_program,1,10574452,DNA Res
a_program,0.5966,16303740,DNA Res
a_program,1,23543116,DNA Res
a_program,0.6661,16303752,DNA Res
a_program,0.4155,21669962,DNA Res
a_program,1,23657089,DNA Res
a_program,0.558,21903723,DNA Res
a_program,1,23284085,DNA Res
a_program,1,21987088,DNA Res
a_program,1,25627242,DNA Res
a_database,0.6212,11214967,DNA Res
a_database,1,16980320,DNA Res
a_database,1,9679202,DNA Res
a_database,1,25428892,DNA Res
a_database,1,16769687,DNA Res
a_database,0.6677,19150987,DNA Res
a_database,0.6783,19884168,DNA Res
a_database,1,23297300,DNA Res
a_database,1,19675111,DNA Res
a_database,1,10718197,DNA Res
a_database,1,23482505,DNA Res
a_database,1,15500254,DNA Res
a_program,0.7403,14631655,DNA Seq
a_database,0.6036,9063628,DNA Seq
other,1,15675196,Doc Ophthalmol
other,1,17109157,Doc Ophthalmol
other,0.6552,17487545,Doc Ophthalmol
a_program,0.3984,11721536,Downs Syndr Res Pract
other,1,19819650,Drug Alcohol Depend
other,0.5911,19320670,Drug Alcohol Rev
other,0.3948,19320678,Drug Alcohol Rev
a_database,1,25945037,Drug Des Devel Ther
other,1,22504356,Drug Discov Ther
other,1,22495459,Drug Discov Ther
other,1,22504355,Drug Discov Ther
other,1,22504446,Drug Discov Ther
other,1,22504718,Drug Discov Ther
other,1,22504391,Drug Discov Ther
other,1,15279843,Drug Discov Today
other,0.6667,23270784,Drug Discov Today
other,1,21129498,Drug Discov Today
other,1,19508924,Drug Discov Today
other,1,25205347,Drug Discov Today
a_program,1,23688585,Drug Discov Today
a_program,1,19508923,Drug Discov Today
a_program,1,25463038,Drug Discov Today
a_program,1,24980786,Drug Discov Today
other,0.7353,24980838,Drug Discov Today Technol
a_program,1,24980839,Drug Discov Today Technol
other,1,14625342,Drug Metab Dispos
a_program,1,19204079,Drug Metab Dispos
a_database,1,11996015,Drug Metab Rev
other,1,22718626,Drug Metabol Drug Interact
other,0.6067,15883620,Drug News Perspect
other,1,19259553,Drug News Perspect
other,1,20603657,Drug News Perspect
other,0.6775,23553446,Drug Saf
other,1,24985530,Drug Saf
other,0.7128,19338382,Drug Saf
other,1,25352324,Drug Saf
a_program,1,23446782,Drug Saf
a_database,0.5685,12862503,Drug Saf
other,1,23018606,Drugs Aging
other,1,21679009,Drugs R D
other,1,14584973,Drugs R D
other,1,15883616,Drugs Today (Barc)
other,1,17353948,Drugs Today (Barc)
other,1,22334826,Dtsch Arztebl Int
other,1,22396708,Dtsch Arztebl Int
other,1,22013492,Dtsch Arztebl Int
other,1,19471622,Dtsch Arztebl Int
a_database,0.6721,25657073,Dtsch Arztebl Int
other,1,18491273,Dtsch Med Wochenschr
other,1,21312152,Dtsch Med Wochenschr
other,0.7419,19802771,Dtsch Med Wochenschr
other,1,25734678,Dtsch Med Wochenschr
other,0.6269,16835821,Dtsch Med Wochenschr
a_database,0.4186,15915378,Dtsch Med Wochenschr
a_database,1,16716047,Dtsch Tierarztl Wochenschr
other,0.7115,11830860,Duodecim
other,0.4019,12017726,Duodecim
other,0.6622,17982365,Ear Hear
a_program,0.598,9360862,Ear Hear
other,1,10786388,Ear Nose Throat J
other,1,16887299,Early Hum Dev
other,1,21352158,Early Interv Psychiatry
a_program,0.4378,16450683,East Afr Med J
other,1,12784595,EBRI Issue Brief
other,1,22276066,Ecancermedicalscience
other,1,22276060,Ecancermedicalscience
other,1,22276043,Ecancermedicalscience
a_program,0.6667,24567756,Ecancermedicalscience
a_program,0.6285,24761157,Ecancermedicalscience
a_program,0.644,19421816,Ecohealth
a_database,1,25558364,Ecol Evol
other,0.3966,17043765,Ecotoxicology
a_program,0.6636,22814884,Ecotoxicology
a_program,0.4078,23687735,ED Manag
other,1,20029769,Educ Health (Abingdon)
other,0.4167,12088294,Eff Clin Pract
other,1,23045832,Einstein (Sao Paulo)
a_database,0.6796,25763136,Electron Physician
other,0.6637,16586411,Electrophoresis
other,1,15300777,Electrophoresis
other,0.7284,12929182,Electrophoresis
other,0.7347,9588789,Electrophoresis
other,1,9150918,Electrophoresis
other,1,10217174,Electrophoresis
other,0.6655,10344265,Electrophoresis
other,1,10344291,Electrophoresis
other,0.3913,7498156,Electrophoresis
other,1,9504809,Electrophoresis
other,1,12210171,Electrophoresis
other,0.6862,15095436,Electrophoresis
a_program,1,10768780,Electrophoresis
a_program,0.6739,11358148,Electrophoresis
a_program,0.6522,10493121,Electrophoresis
a_program,1,12210210,Electrophoresis
a_program,0.6601,12210208,Electrophoresis
a_program,1,19582709,Electrophoresis
a_program,1,9150925,Electrophoresis
a_program,0.6612,19197901,Electrophoresis
a_program,1,12210223,Electrophoresis
a_program,1,23637070,Electrophoresis
a_program,1,9932815,Electrophoresis
a_program,1,23592298,Electrophoresis
a_program,0.7352,10344245,Electrophoresis
a_program,1,10612286,Electrophoresis
a_program,1,17080477,Electrophoresis
a_program,1,22528414,Electrophoresis
a_database,1,9548300,Electrophoresis
a_database,0.5709,11824605,Electrophoresis
a_database,0.6477,9504816,Electrophoresis
a_database,1,9504812,Electrophoresis
a_database,0.6641,7498160,Electrophoresis
a_database,0.6667,9150944,Electrophoresis
a_database,1,10344264,Electrophoresis
a_database,0.6604,9694300,Electrophoresis
a_database,1,9548301,Electrophoresis
a_database,1,9504808,Electrophoresis
a_database,0.7229,10612276,Electrophoresis
a_database,0.661,9150929,Electrophoresis
a_database,0.65,10939474,Electrophoresis
a_database,0.5611,10870958,Electrophoresis
a_database,1,10949149,Electrophoresis
a_database,0.6008,10493132,Electrophoresis
a_database,1,9150955,Electrophoresis
a_database,1,9150946,Electrophoresis
a_database,0.572,10612288,Electrophoresis
a_database,1,10870964,Electrophoresis
a_database,0.6854,22821489,Electrophoresis
other,1,25838129,Elife
a_database,0.7552,24596151,Elife
other,1,20049721,EMBO Mol Med
other,0.6386,11415981,EMBO Rep
other,1,18394267,Emerg Infect Dis
other,0.5941,23171634,Emerg Infect Dis
other,1,18258069,Emerg Infect Dis
a_program,0.7071,8903226,Emerg Infect Dis
a_database,1,15200858,Emerg Infect Dis
other,0.7019,11903432,Emerg Med (Fremantle)
a_program,0.6942,20590785,Emerg Med Australas
other,1,23765766,Emerg Med J
other,0.651,11777868,Emerg Med J
other,1,22052953,Emerg Med J
other,1,11417090,Emerg Med Serv
other,1,11258303,Emerg Med Serv
other,1,15000015,Emerg Nurse
other,1,24203100,Emerg Radiol
other,1,20620267,Encephale
other,1,18357849,Encephale
other,1,12174468,Endeavour
a_program,0.6643,24246343,Endocr Pract
a_program,1,22277193,Endocr Relat Cancer
other,0.6875,25115635,Endocrine
a_program,1,10965872,Endocrinology
other,1,24949398,Endosc Ultrasound
other,1,19280531,Endoscopy
other,1,19670144,Endoscopy
other,1,17583652,Enferm Infecc Microbiol Clin
other,1,15970168,Enferm Infecc Microbiol Clin
other,1,19246124,Enferm Infecc Microbiol Clin
other,1,17261244,Enferm Infecc Microbiol Clin
other,1,19100178,Enferm Infecc Microbiol Clin
a_program,1,17328852,Environ Biosafety Res
a_program,0.6639,22759499,Environ Health
a_program,1,22759498,Environ Health
other,1,23513071,Environ Health Insights
other,0.5784,21878421,Environ Health Perspect
other,1,11121361,Environ Health Perspect
a_database,0.6639,20444670,Environ Health Perspect
a_database,0.5603,10421768,Environ Health Perspect
other,1,14664872,Environ Int
other,1,18291527,Environ Int
other,0.6552,18061264,Environ Int
a_program,1,18237781,Environ Int
other,1,20354854,Environ Manage
other,1,18830741,Environ Manage
a_program,0.6427,22371128,Environ Manage
a_program,0.6447,21161527,Environ Manage
other,1,14510836,Environ Microbiol
other,1,21450005,Environ Microbiol
other,1,22463110,Environ Microbiol
other,1,25339269,Environ Microbiol
a_program,1,16623749,Environ Microbiol
a_program,1,18647333,Environ Microbiol
a_program,1,16423021,Environ Microbiol
a_program,1,16011747,Environ Microbiol
a_database,0.6271,23826978,Environ Microbiol
a_database,1,23765793,Environ Microbiol Rep
a_program,0.4225,11746756,Environ Mol Mutagen
other,1,14570415,Environ Monit Assess
other,1,17562207,Environ Monit Assess
other,0.6768,17342432,Environ Monit Assess
other,1,14570427,Environ Monit Assess
a_program,1,11411146,Environ Monit Assess
a_program,1,12620003,Environ Monit Assess
a_program,0.6541,14570424,Environ Monit Assess
a_program,0.6626,18972217,Environ Monit Assess
a_program,0.7417,16927196,Environ Monit Assess
other,1,19819054,Environ Pollut
other,1,16875687,Environ Res
other,0.5688,24249682,Environ Sci Pollut Res Int
other,0.5748,24809491,Environ Sci Pollut Res Int
other,0.7178,23263760,Environ Sci Pollut Res Int
other,1,19430826,Environ Sci Pollut Res Int
other,1,19727882,Environ Sci Pollut Res Int
other,1,22961560,Environ Sci Pollut Res Int
a_program,1,22767354,Environ Sci Pollut Res Int
a_program,1,16206716,Environ Sci Pollut Res Int
a_program,1,17722764,Environ Sci Pollut Res Int
a_database,1,25483974,Environ Sci Pollut Res Int
other,1,24247528,Environ Sci Process Impacts
other,0.6552,19708393,Environ Sci Technol
other,1,20180562,Environ Sci Technol
other,0.5898,18350896,Environ Sci Technol
other,1,25611253,Environ Sci Technol
a_program,1,21780740,Environ Sci Technol
a_program,1,19174897,Environ Sci Technol
a_program,0.5914,20860376,Environ Sci Technol
a_program,0.6796,12680672,Environ Sci Technol
a_program,1,24564708,Environ Sci Technol
other,1,15027655,Environ Technol
a_program,1,25704607,Environ Technol
other,0.7297,16566146,Environ Toxicol Chem
other,1,12069307,Environ Toxicol Chem
a_program,0.6339,16566162,Environ Toxicol Chem
a_program,1,24464649,Environ Toxicol Chem
a_database,0.3975,22447338,Environ Toxicol Chem
a_program,1,22094336,Epidemics
other,1,25055010,Epidemiol Health
other,1,21191464,Epidemiol Health
other,0.6568,25078381,Epidemiol Health
a_database,0.6111,24876995,Epidemiol Health
other,1,17354592,Epidemiol Mikrobiol Imunol
other,1,21114007,Epidemiol Mikrobiol Imunol
a_program,1,15185633,Epidemiol Mikrobiol Imunol
other,1,16826725,Epidemiol Prev
other,1,17824360,Epidemiol Prev
a_program,0.6639,16937843,Epidemiol Prev
a_program,0.5879,24986505,Epidemiol Prev
a_program,1,17591400,Epidemiol Prev
a_program,1,23046729,Epidemiol Psychiatr Sci
other,1,20378629,Epidemiol Rev
a_program,1,10955416,Epidemiology
a_program,1,17486019,Epidemiology
a_database,1,21705906,Epidemiology
other,1,23949542,Epigenetics
other,0.69,17965620,Epigenetics
other,1,18094620,Epigenetics
other,1,22414797,Epigenetics
a_program,1,22430798,Epigenetics
a_program,0.7439,20160504,Epigenetics
a_database,1,23880963,Epigenetics
a_database,0.6694,22139581,Epigenetics
other,1,25699092,Epigenetics Chromatin
other,1,15679509,Epilepsia
other,1,21967354,Epilepsia
a_program,1,16146441,Epilepsia
a_program,1,25377267,Epilepsia
a_program,0.7352,20074234,Epilepsia
a_program,1,21208201,Epilepsia
a_database,1,20074235,Epilepsia
other,0.68,22134096,Epilepsy Behav
other,0.6612,23146363,Epilepsy Behav
other,1,23764495,Epilepsy Behav
other,1,16793570,Epileptic Disord
other,1,22506831,Ergonomics
other,1,17917894,Ergonomics
a_program,0.6847,16708998,Ernst Schering Res Found Workshop
other,0.6591,13677429,Ethn Dis
other,1,16339717,Eukaryot Cell
other,0.5941,24813190,Eukaryot Cell
a_database,0.6619,15821139,Eukaryot Cell
other,1,25022716,Eur Arch Otorhinolaryngol
a_program,1,21935630,Eur Arch Otorhinolaryngol
a_database,0.6593,25711738,Eur Arch Otorhinolaryngol
a_program,1,18344046,Eur Arch Psychiatry Clin Neurosci
a_program,1,12601559,Eur Child Adolesc Psychiatry
other,1,22875412,Eur Heart J
other,1,9857944,Eur Heart J
a_database,0.3921,21487117,Eur Heart J
a_database,1,23095984,Eur Heart J
a_database,1,23091201,Eur Heart J
other,1,22302378,Eur J Appl Physiol
other,1,10712614,Eur J Biochem
other,1,21621408,Eur J Cancer
other,1,19545996,Eur J Cancer
other,1,16564689,Eur J Cancer
other,1,23769991,Eur J Cancer
other,1,21163642,Eur J Cancer
a_program,1,23485231,Eur J Cancer
a_database,1,18287874,Eur J Cancer Prev
other,1,10925219,Eur J Cardiothorac Surg
other,0.7009,20359903,Eur J Cardiothorac Surg
other,1,22345173,Eur J Cardiothorac Surg
other,0.7552,23959743,Eur J Cardiothorac Surg
other,1,24396114,Eur J Cardiovasc Nurs
a_program,0.696,16926680,Eur J Cardiovasc Prev Rehabil
a_database,0.6176,24326699,Eur J Clin Microbiol Infect Dis
other,1,21540874,Eur J Clin Nutr
other,1,20517316,Eur J Clin Nutr
other,1,19707228,Eur J Clin Nutr
a_program,0.6893,23778783,Eur J Clin Nutr
a_database,1,21045849,Eur J Clin Nutr
other,0.4043,23011015,Eur J Clin Pharmacol
other,1,10219162,Eur J Dent Educ
other,1,23279418,Eur J Dent Educ
a_program,0.6464,18289279,Eur J Dent Educ
other,0.6565,19825529,Eur J Dermatol
other,1,24288354,Eur J Endocrinol
other,0.6682,10870027,Eur J Endocrinol
other,1,17955331,Eur J Epidemiol
other,0.654,21877163,Eur J Epidemiol
other,0.5825,17955333,Eur J Epidemiol
a_program,1,21431839,Eur J Epidemiol
a_program,1,21519893,Eur J Epidemiol
other,1,21389794,Eur J Gastroenterol Hepatol
a_program,0.6209,19543101,Eur J Gastroenterol Hepatol
a_program,0.5807,17099374,Eur J Gastroenterol Hepatol
other,0.7415,22111552,Eur J Gen Pract
a_database,0.6696,23998298,Eur J Gen Pract
other,1,25113778,Eur J Haematol
other,0.6115,16007871,Eur J Haematol Suppl
other,1,18987905,Eur J Health Econ
other,1,23507787,Eur J Heart Fail
a_program,0.6909,20705688,Eur J Heart Fail
other,0.6681,16493445,Eur J Hum Genet
